player,position,team,teamsignedwith,age,years,contract,salary,guaranteed,guaranteedpct,yearfreeagent
Thomas Gafford (20152015) ,LS ,CHI ,CHI ,32,1,950000,950000,230000,24.21,2016
Daniel Fells (20152015) ,TE ,NYG ,NYG ,31,1,950000,950000,80000,8.42,2016
Ali Marpet (20152018) ,G ,TB ,TB ,22,4,3773586,943397,1004424,26.62,2019
Jamie Collins (20132016) ,OLB ,NE ,NE ,25,4,3761000,940250,2096227,55.74,2017
Jeremy Hill (20142017) ,RB ,CIN ,CIN ,22,4,3753602,938401,1640510,43.71,2018
Quinten Rollins (20152018) ,CB ,GB ,GB ,0,4,3742566,935642,1251864,33.45,2019
Frank Clark (20152018) ,DE ,SEA ,SEA ,22,4,3732225,933056,1214346,32.54,2019
Jordan Richards (20152018) ,S ,NE ,NE ,0,4,3711548,927887,1159307,31.24,2019
Colin Jones (20142016) ,S ,CAR ,CAR ,27,2,1855000,927500,300000,16.17,2017
Cody Latimer (20142017) ,WR ,DEN ,DEN ,22,4,3708650,927163,2025775,54.62,2018
Larry English (20152015) ,OLB ,TB ,TB ,29,1,925000,925000,100000,10.81,2016
Carlos Hyde (20142017) ,RB ,SF ,SF ,23,4,3681678,920420,1954933,53.1,2018
Ricardo Mathews (20152015) ,DE ,SD ,SD ,28,1,920000,920000,155000,16.85,2016
Ryan Harris (20152015) ,RT ,DEN ,DEN ,30,1,920000,920000,50000,5.43,2016
John Kuhn (20152015) ,FB ,GB ,GB ,32,1,920000,920000, , ,2016
Ryan Broyles (20122015) ,WR ,DET ,DET ,27,4,3678500,919625,1422477,38.67,2016
Margus Hunt (20132016) ,DE ,CIN ,CIN ,28,4,3671102,917776,1049892,28.6,2017
Kellen Moore (20152016) ,QB ,DET ,DET ,26,2,1825000,912500,340000,18.63,2017
Stanley JeanBaptiste (20142017) ,CB ,NO ,NO ,25,4,3636732,909183,1391046,38.25,2018
Jamar Taylor (20132016) ,CB ,MIA ,MIA ,24,4,3626420,906605,1567025,43.21,2017
Brett Goode (20122015) ,LS ,GB ,GB ,30,3,2715000,905000,325000,11.97,2016
Josh Bynes (20152016) ,OLB ,DET ,DET ,25,2,1810000,905000,250000,13.81,2017
Tanner Purdum (20152016) ,LS ,NYJ ,NYJ ,30,2,1810000,905000,265000,14.64,2017
Jason Williams (20152015) ,OLB ,TB ,TB ,29,1,905000,905000, , ,2016
Clint Gresham (20152017) ,LS ,SEA ,SEA ,28,3,2705000,901667,300000,11.09,2018
J.J. Jansen (20122015) ,LS ,CAR ,CAR ,29,4,3605000,901250,500000,13.87,2016
Alameda Ta'amu (20152015) ,DT ,ARI ,ARI ,24,1,901000,901000,25000,2.77,2016
Kavell Conner (20142016) ,ILB ,SD ,SD ,28,3,2700000,900000,270000,10,2017
Teddy Williams (20152016) ,CB ,CAR ,CAR ,27,2,1800000,900000,220000,12.22,2017
Chykie Brown (20152016) ,CB ,NYG ,NYG ,28,2,1800000,900000,200000,11.11,2017
Mike McGlynn (20152015) ,G ,NO ,NO ,30,1,900000,900000,30000,3.33,2016
Vance McDonald (20132016) ,TE ,SF ,SF ,25,4,3599178,899795,1921183,53.38,2017
Lavonte David (20122015) ,OLB ,TB ,TB ,25,4,3596732,899183,1363896,37.92,2016
Peter Konz (20122015) ,C ,ATL ,ATL ,26,4,3588600,897150,1603010,44.67,2016
Jack Mewhort (20142017) ,RT ,IND ,IND ,23,4,3573801,893450,1336128,37.39,2018
Arthur Brown (20132016) ,ILB ,BAL ,BAL ,25,4,3554231,888558,1377396,38.75,2017
Justin Britt (20142017) ,RT ,SEA ,SEA ,24,4,3546930,886733,1411265,39.79,2018
Kony Ealy (20142017) ,DE ,CAR ,CAR ,23,4,3546829,886707,1249512,35.23,2018
Mike Adams (20122015) ,LT ,PIT ,PIT ,25,4,3543650,885913,1017200,28.7,2016
Brock Osweiler (20122015) ,QB ,DEN ,DEN ,24,4,3516678,879170,1937433,55.09,2016
Allen Robinson (20142017) ,WR ,JAC ,JAC ,21,4,3510870,877718,1173360,33.42,2018
D.J. Swearinger (20132016) ,S ,TB ,HOU ,23,4,3491301,872825,1315628,37.68,2017
Jimmy Garoppolo (20142017) ,QB ,NE ,NE ,23,4,3483898,870975,1103744,31.68,2018
Dante Rosario (20152015) ,TE ,CHI ,CHI ,30,1,870000,870000, , ,2016
Tyler Polumbus (20152015) ,RT ,ATL ,ATL ,30,1,870000,870000, , ,2016
Josh Morgan (20152015) ,WR ,NO ,NO ,30,1,870000,870000, , ,2016
Tracy Porter (20152015) ,CB ,CHI ,CHI ,28,1,870000,870000, , ,2016
Desmond Bishop (20152015) ,OLB ,SF ,SF ,31,1,870000,870000, , ,2016
Andre Fluellen (20152015) ,DT ,BUF ,BUF ,30,1,870000,870000, , ,2016
Jarvis Landry (20142017) ,WR ,MIA ,MIA ,22,4,3474911,868728,1067208,30.71,2018
Montee Ball (20132016) ,RB ,DEN ,DEN ,24,4,3464326,866082,1629512,47.04,2017
LeGarrette Blount (20142015) ,RB ,NE ,NE ,28,2,1730000,865000, , ,2016
Jerome Simpson (20152016) ,WR ,SF ,SF ,29,2,1730000,865000, , ,2017
Jake McQuaide (20142017) ,LS ,STL ,STL ,27,4,3445000,861250,500000,14.51,2018
Travaris Cadet (20152016) ,RB ,NE ,NE ,26,2,1715000,857500,65000,3.79,2017
Aaron Dobson (20132016) ,WR ,NE ,NE ,24,4,3428370,857093,1173360,34.23,2017
Josh Harris (20142018) ,LS ,ATL ,ATL ,26,4,3405000,851250,400000,11.75,2019
Robert Alford (20132016) ,CB ,ATL ,ATL ,26,4,3401398,850350,1077744,31.69,2017
Garrett Grayson (20152018) ,QB ,NO ,NO ,24,4,3400605,850151,733167,21.56,2019
Trevor Robinson (20152016) ,C ,SD ,SD ,25,2,1700000,850000,150000,8.82,2017
David Johnson (20142015) ,FB ,SD ,SD ,27,2,1700000,850000,220000,12.94,2016
Eddie Lacy (20132016) ,RB ,GB ,GB ,24,4,3392412,848103,1040208,30.66,2017
Jeremiah Poutasi (20152018) ,G ,TEN ,TEN ,20,4,3385844,846461,802259,23.69,2019
Justin Drescher (20132016) ,LS ,NO ,NO ,27,4,3385000,846250,440000,13,2017
Vinny Curry (20122015) ,DE ,PHI ,PHI ,27,4,3381832,845458,1585326,46.88,2016
Nick Bellore (20152016) ,ILB ,SF ,SF ,26,2,1690000,845000,30000,1.78,2017
Christine Michael (20132016) ,RB ,SEA ,SEA ,24,4,3374430,843608,1014132,30.05,2017
A.J. Cann (20152018) ,G ,JAC ,JAC ,23,4,3372698,843175,801596,23.77,2019
Mike Windt (20132016) ,LS ,SD ,SD ,29,4,3365000,841250,450000,13.37,2017
Kelechi Osemele (20122015) ,G ,BAL ,BAL ,26,4,3345870,836468,1523760,45.54,2016
Clive Walford (20152018) ,TE ,OAK ,OAK ,23,4,3345450,836363,794504,23.75,2019
Tyler Lockett (20152018) ,WR ,SEA ,SEA ,22,4,3318751,829688,786751,23.71,2019
D'Joun Smith (20152018) ,CB ,IND ,IND ,22,4,3313500,828375,808846,24.41,2019
Casey Hayward (20122015) ,CB ,GB ,GB ,25,4,3309912,827478,1034208,31.25,2016
Craig Mager (20152018) ,CB ,SD ,SD ,0,4,3302170,825543,661578,20.03,2019
Joe Webb (20152015) ,QB ,CAR ,CAR ,28,1,825000,825000,80000,9.7,2016
Nick Hayden (20152015) ,DT ,DAL ,DAL ,29,1,825000,825000,280000,33.94,2016
Jarvis Jenkins (20152015) ,DE ,CHI ,CHI ,27,1,825000,825000,330000,40,2016
Mason Foster (20152015) ,ILB ,CHI ,CHI ,26,1,825000,825000,80000,9.7,2016
Casey Matthews (20152015) ,ILB ,MIN ,MIN ,26,1,825000,825000, , ,2016
Corey Wootton (20152015) ,DT ,DET ,DET ,28,1,825000,825000,150000,18.18,2016
Danny McCray (20152015) ,S ,DAL ,DAL ,27,1,825000,825000,80000,9.7,2016
Chris Scott (20152015) ,G ,CAR ,CAR ,28,1,825000,825000,80000,9.7,2016
Colt Anderson (20152015) ,S ,IND ,IND ,29,1,825000,825000,180000,21.82,2016
Brandon Gibson (20152015) ,WR ,NE ,NE ,27,1,825000,825000,40000,4.85,2016
Dane Fletcher (20152015) ,ILB ,NE ,NE ,28,1,825000,825000,20000,2.42,2016
Cassius Vaughn (20152015) ,CB ,BAL ,BAL ,27,1,825000,825000, , ,2016
Demarcus Dobbs (20152015) ,DE ,SEA ,SEA ,27,1,825000,825000,80000,9.7,2016
Kyle Wilson (20152015) ,CB ,NO ,NO ,28,1,825000,825000,80000,9.7,2016
Jamari Lattimore (20152015) ,ILB ,NYJ ,NYJ ,26,1,825000,825000,60000,7.27,2016
Sherrick McManis (20152015) ,CB ,CHI ,CHI ,27,1,825000,825000,250000,30.3,2016
Clifton Geathers (20152015) ,DE ,PIT ,PIT ,27,1,825000,825000,80000,9.7,2016
Brandon Tate (20152015) ,WR ,CIN ,CIN ,27,1,825000,825000,50000,6.06,2016
Sam Acho (20152015) ,OLB ,CHI ,CHI ,26,1,825000,825000,80000,9.7,2016
Darrius HeywardBey (20152015) ,WR ,PIT ,PIT ,28,1,825000,825000,80000,9.7,2016
Stevie Brown (20152015) ,S ,HOU ,HOU ,28,1,825000,825000,40000,4.85,2016
Josh Johnson (20152015) ,QB ,CIN ,CIN ,29,1,825000,825000,50000,6.06,2016
Lemuel Jeanpierre (20152015) ,C ,SEA ,SEA ,28,1,825000,825000,80000,9.7,2016
Mike Jenkins (20152015) ,CB ,TB ,TB ,30,1,825000,825000,80000,9.7,2016
Denarius Moore (20152015) ,WR ,CIN ,CIN ,26,1,825000,825000,25000,3.03,2016
Seyi Ajirotutu (20152015) ,WR ,PHI ,PHI ,28,1,825000,825000,380000,46.06,2016
Jamarca Sanford (20152015) ,S ,NO ,NO ,29,1,825000,825000,80000,9.7,2016
Zackary Bowman (20152015) ,CB ,MIA ,MIA ,30,1,825000,825000,80000,9.7,2016
Vladimir Ducasse (20152015) ,G ,CHI ,CHI ,27,1,825000,825000,40000,4.85,2016
Morgan Cox (20152015) ,LS ,BAL ,BAL ,29,1,825000,825000,80000,9.7,2016
James Brewer (20152015) ,G ,NYJ ,NYJ ,27,1,825000,825000,60000,7.27,2016
Rueben Randle (20122015) ,WR ,NYG ,NYG ,24,4,3291930,822983,1007132,30.59,2016
Will Tukuafu (20152015) ,FB ,SEA ,SEA ,31,1,820000,820000,80000,9.76,2016
Jaelen Strong (20152018) ,WR ,HOU ,HOU ,0,4,3265574,816394,771980,23.64,2019
Hroniss Grasu (20152018) ,C ,CHI ,CHI ,23,4,3258919,814730,761919,23.38,2019
Frank Zombo (20142015) ,OLB ,KC ,KC ,28,2,1625000,812500,100000,6.15,2016
Jamon Brown (20152018) ,G ,STL ,STL ,22,4,3243261,810815,754816,23.27,2019
Richie Brockel (20142015) ,FB ,CAR ,CAR ,29,2,1610000,805000,150000,9.32,2016
Tevin Coleman (20152018) ,RB ,ATL ,ATL ,22,4,3219372,804843,745244,23.15,2019
Matt Asiata (20152015) ,RB ,MIN ,MIN ,28,1,800000,800000,100000,12.5,2016
C.J. Fiedorowicz (20142017) ,TE ,HOU ,HOU ,23,4,3195116,798779,703304,22.01,2018
Reggie Walker (20152015) ,ILB ,DEN ,DEN ,28,1,795000,795000,50000,6.29,2016
Chris White (20152015) ,ILB ,NE ,NE ,26,1,795000,795000,50000,6.29,2016
Jeff Linkenbach (20152015) ,G ,MIA ,MIA ,28,1,795000,795000,50000,6.29,2016
Jeff Tarpinian (20152015) ,OLB ,HOU ,HOU ,27,1,795000,795000,50000,6.29,2016
Morgan Moses (20142017) ,LT ,WAS ,WAS ,24,4,3172576,793144,697576,21.99,2018
Eli Harold (20152018) ,LB ,SF ,SF ,0,4,3168585,792146,697373,22.01,2019
Owamagbe Odighizuwa (20152018) ,DE ,NYG ,NYG ,0,4,3160501,790125,740500,23.43,2019
Sam Young (20142015) ,RT ,JAC ,JAC ,28,2,1575000,787500,50000,3.17,2016
Billy Turner (20142017) ,G ,MIA ,MIA ,23,4,3146500,786625,697000,22.15,2018
A.Q. Shipley (20152016) ,C ,ARI ,ARI ,29,2,1570000,785000,300000,19.11,2017
Steven Johnson (20152015) ,ILB ,DEN ,DEN ,27,1,785000,785000,100000,12.74,2016
Jacquizz Rodgers (20152015) ,RB ,CHI ,CHI ,25,1,785000,785000,40000,5.1,2016
Greg Scruggs (20152015) ,DE ,SEA ,SEA ,24,1,785000,785000,100000,12.74,2016
Travis Kelce (20132016) ,TE ,KC ,KC ,25,4,3126304,781576,703304,22.5,2017
Dezmen Southward (20142017) ,S ,ATL ,ATL ,24,4,3125000,781250,690832,22.11,2018
Chris Conley (20152018) ,WR ,KC ,KC ,0,4,3123684,780921,712434,22.81,2019
Mike Glennon (20132016) ,QB ,TB ,TB ,25,4,3104062,776016,637500,20.54,2017
Dwayne Gratz (20132016) ,CB ,JAC ,JAC ,25,4,3100652,775163,697576,22.5,2017
Connor Barth (20142016) ,K ,DEN ,DEN ,29,3,2320000,773333, , ,2017
Dwayne Allen (20122015) ,TE ,IND ,IND ,25,4,3080304,770076,703304,22.83,2016
Danielle Hunter (20152018) ,DE ,MIN ,MIN ,0,4,3077390,769348,627223,20.38,2019
Sean Mannion (20152018) ,QB ,STL ,STL ,0,4,3075536,768884,625797,20.35,2019
Duke Johnson (20152018) ,RB ,CLE ,CLE ,21,4,3075092,768773,710092,23.09,2019
Larry Warford (20132016) ,G ,DET ,DET ,24,4,3075000,768750,697000,22.67,2017
Carl Davis (20152018) ,DT ,BAL ,BAL ,23,4,3074609,768652,625084,20.33,2019
Charles Sims (20142017) ,RB ,TB ,TB ,24,4,3073320,768330,684092,22.26,2018
Marcus Martin (20142017) ,C ,SF ,SF ,31,4,3069248,767312,671248,21.87,2018
P.J. Williams (20152018) ,CB ,NO ,NO ,0,4,3061619,765405,706619,23.08,2019
Jordan Todman (20152015) ,RB ,CAR ,CAR ,25,1,765000,765000,20000,2.61,2016
Alex Carter (20152018) ,CB ,DET ,DET ,0,4,3058747,764687,688747,22.52,2019
Sio Moore (20132016) ,ILB ,OAK ,OAK ,25,4,3054832,763708,690832,22.61,2017
Tyrann Mathieu (20132016) ,S ,ARI ,ARI ,23,4,3052500,763125,817187,26.77,2017
Trumaine Johnson (20122015) ,CB ,STL ,STL ,25,4,3040676,760169,726176,23.88,2016
Christian Kirksey (20142017) ,ILB ,CLE ,CLE ,22,4,3040000,760000,662500,21.79,2018
Bradley Sowell (20152015) ,LT ,ARI ,ARI ,26,1,760000,760000,100000,13.16,2016
Kendall Hunter (20152015) ,RB ,SF ,SF ,26,1,760000,760000,200000,26.32,2016
Benjamin Ijalana (20152015) ,LT ,NYJ ,NYJ ,25,1,760000,760000,80000,10.53,2016
Chris Polk (20152015) ,RB ,HOU ,HOU ,25,1,760000,760000, , ,2016
James Dockery (20152015) ,CB ,OAK ,OAK ,26,1,760000,760000, , ,2016
Bennie Logan (20132016) ,DT ,PHI ,PHI ,25,4,3032432,758108,684092,22.56,2017
Scott Crichton (20142017) ,DE ,MIN ,MIN ,23,4,3020500,755125,656324,21.73,2018
Antonio Johnson (20152015) ,DT ,NE ,NE ,30,1,755000,755000, , ,2016
Josh Robinson (20122015) ,CB ,MIN ,MIN ,24,4,3015000,753750,697000,23.12,2016
Tandon Doss (20142015) ,WR ,JAC ,JAC ,25,2,1505000,752500,65000,4.32,2016
Cliff Matthews (20152016) ,DE ,ATL ,ATL ,26,2,1505000,752500, , ,2017
Lorenzo Mauldin (20152018) ,LB ,NYJ ,NYJ ,22,4,3008018,752005,674017,22.41,2019
Preston Brown (20142017) ,ILB ,BUF ,BUF ,22,4,3005750,751438,648000,21.56,2018
David Johnson (20152018) ,RB ,ARI ,ARI ,23,4,3003958,750990,639373,21.28,2019
Jay Bromley (20142017) ,DT ,NYG ,NYG ,23,4,3003610,750903,643876,21.44,2018
Ronnie Hillman (20122015) ,RB ,DEN ,DEN ,23,4,3000832,750208,690832,23.02,2016
Sammie Coates (20152018) ,WR ,PIT ,PIT ,0,4,3000334,750084,631515,21.05,2019
Ryan Williams (20152016) ,RB ,DAL ,DAL ,25,2,1500000,750000,240000,16,2017
Christo Bilukidi (20152016) ,DT ,BAL ,BAL ,25,2,1500000,750000,80000,5.33,2017
Henry Anderson (20152018) ,DE ,IND ,IND ,0,4,2994464,748616,613676,20.49,2019
Jordan Hicks (20152018) ,OLB ,PHI ,PHI ,0,4,2992732,748183,652732,21.81,2019
Patrick DiMarco (20152016) ,FB ,ATL ,ATL ,26,2,1495000,747500,75000,5.02,2017
Crezdon Butler (20152015) ,CB ,DET ,DET ,28,1,747500,747500,2500,0.33,2016
Tre Mason (20142017) ,RB ,STL ,STL ,21,4,2980938,745235,637500,21.39,2018
Tony Moeaki (20152015) ,TE ,ATL ,ATL ,28,1,745000,745000, , ,2016
Shiloh Keo (20152015) ,S ,CIN ,CIN ,27,1,745000,745000, , ,2016
Austin Pettis (20152015) ,WR ,SD ,SD ,27,1,745000,745000, , ,2016
Vaughn Martin (20152015) ,DE ,KC ,KC ,29,1,745000,745000, , ,2016
Lawrence Sidbury (20152015) ,OLB ,TB ,TB ,29,1,745000,745000, , ,2016
Dekoda Watson (20152015) ,OLB ,NE ,NE ,27,1,745000,745000, , ,2016
Darryl Sharpton (20152015) ,ILB ,ARI ,ARI ,27,1,745000,745000, , ,2016
Greg Salas (20152015) ,WR ,DET ,DET ,26,1,745000,745000, , ,2016
Christopher Owens (20152015) ,CB ,DET ,DET ,28,1,745000,745000, , ,2016
John Conner (20152015) ,FB ,BUF ,BUF ,28,1,745000,745000, , ,2016
Justin Rogers (20152015) ,CB ,WAS ,WAS ,27,1,745000,745000, , ,2016
Daniel Thomas (20152015) ,RB ,CHI ,CHI ,27,1,745000,745000, , ,2016
Sherrod Martin (20152015) ,S ,CHI ,CHI ,30,1,745000,745000, , ,2016
Matthew Mulligan (20152015) ,TE ,BUF ,BUF ,30,1,745000,745000, , ,2016
Chase Coffman (20152015) ,TE ,TEN ,TEN ,28,1,745000,745000, , ,2016
Tyronne Green (20152015) ,G ,CAR ,CAR ,29,1,745000,745000, , ,2016
Taylor Mays (20152015) ,S ,DET ,DET ,27,1,745000,745000, , ,2016
Chimdi Chekwa (20152015) ,CB ,OAK ,OAK ,26,1,745000,745000, , ,2016
Tony Hills (20152015) ,LT ,CAR ,CAR ,30,1,745000,745000, , ,2016
Eric Olsen (20152015) ,C ,CLE ,CLE ,27,1,745000,745000, , ,2016
R.J. Stanford (20152015) ,CB ,DET ,DET ,27,1,745000,745000, , ,2016
Greg Little (20152015) ,WR ,CIN ,CIN ,26,1,745000,745000, , ,2016
Johsua Thomas (20152015) ,CB ,MIN ,MIN ,26,1,745000,745000, , ,2016
Jerrell Powe (20152015) ,DT ,WAS ,WAS ,28,1,745000,745000, , ,2016
Victor Butler (20152015) ,OLB ,NYG ,NYG ,28,1,745000,745000, , ,2016
Brandon Harris (20152015) ,CB ,TEN ,TEN ,25,1,745000,745000, , ,2016
Brandon Deaderick (20152015) ,DT ,HOU ,HOU ,27,1,745000,745000, , ,2016
Willie Smith (20152015) ,LT ,WAS ,WAS ,28,1,745000,745000, , ,2016
Kris Durham (20152015) ,WR ,OAK ,OAK ,27,1,745000,745000, , ,2016
Ryan Taylor (20152015) ,TE ,KC ,KC ,27,1,745000,745000, , ,2016
Charles Brown (20152015) ,LT ,NYJ ,NYJ ,28,1,745000,745000, , ,2016
Thaddeus Lewis (20152015) ,QB ,CLE ,CLE ,27,1,745000,745000, , ,2016
Derek Sherrod (20152015) ,RT ,KC ,KC ,26,1,745000,745000, , ,2016
Jacques McClendon (20152015) ,C ,MIA ,MIA ,27,1,745000,745000, , ,2016
Steve Maneri (20152015) ,TE ,NYJ ,NYJ ,27,1,745000,745000, , ,2016
J'Marcus Webb (20152015) ,G ,OAK ,OAK ,26,1,745000,745000, , ,2016
Phillip Adams (20152015) ,CB ,ATL ,ATL ,27,1,745000,745000, , ,2016
Spencer Paysinger (20152015) ,OLB ,MIA ,MIA ,27,1,745000,745000, , ,2016
Kenny Phillips (20152015) ,S ,NO ,NO ,28,1,745000,745000, , ,2016
Cameron Bradfield (20152015) ,RT ,ARI ,ARI ,27,1,745000,745000, , ,2016
E.J. Biggers (20152015) ,CB ,PHI ,PHI ,28,1,745000,745000, , ,2016
Erin Henderson (20152015) ,ILB ,NYJ ,NYJ ,29,1,745000,745000, , ,2016
Richard Gordon (20152015) ,TE ,KC ,KC ,28,1,745000,745000, , ,2016
Jah Reid (20152015) ,G ,BAL ,BAL ,27,1,745000,745000, , ,2016
Larry Dean (20152015) ,OLB ,TB ,TB ,26,1,745000,745000, , ,2016
Alex Carrington (20152015) ,DE ,BUF ,BUF ,28,1,745000,745000,80000,10.74,2016
Josh Gordy (20152015) ,CB ,NYG ,NYG ,28,1,745000,745000, , ,2016
Damian Williams (20152015) ,WR ,STL ,STL ,27,1,745000,745000, , ,2016
Tim Hightower (20152015) ,RB ,NO ,NO ,29,1,745000,745000, , ,2016
Kyle Williams (20152015) ,WR ,DEN ,DEN ,27,1,745000,745000, , ,2016
Tyler Kroft (20152018) ,TE ,CIN ,CIN ,22,4,2971276,742819,647776,21.8,2019
Andrew Gardner (20142015) ,RT ,PHI ,PHI ,29,2,1485000,742500,10000,0.67,2016
Jeff Heuerman (20152018) ,TE ,DEN ,DEN ,0,4,2968477,742119,620806,20.91,2019
DeVier Posey (20122015) ,WR ,NYJ ,HOU ,25,4,2962092,740523,684092,23.09,2016
John Miller (20152018) ,G ,BUF ,BUF ,21,4,2960120,740030,680120,22.98,2019
Devon Still (20152015) ,DT ,CIN ,CIN ,26,1,740000,740000,50000,6.76,2016
Travis Swanson (20142017) ,C ,DET ,DET ,24,4,2956972,739243,619472,20.95,2018
Gabe Jackson (20142017) ,G ,OAK ,OAK ,24,4,2952789,738197,591376,20.03,2018
Paul Dawson (20152018) ,LB ,CIN ,CIN ,22,4,2952710,738178,581952,19.71,2019
Matt Jones (20152018) ,RB ,WAS ,WAS ,0,4,2951415,737854,599415,20.31,2019
Chaz Green (20152018) ,T ,DAL ,DAL ,0,4,2951326,737832,624371,21.16,2019
Kyle Love (20142015) ,DT ,CAR ,KC ,28,2,1475000,737500, , ,2016
Jamon Meredith (20142015) ,G ,TEN ,TEN ,29,2,1475000,737500, , ,2016
Lance Louis (20142015) ,G ,IND ,IND ,30,2,1475000,737500,25000,1.69,2016
Chris Clemons (20142015) ,S ,ARI ,ARI ,29,2,1475000,737500, , ,2016
Ty Montgomery (20152018) ,WR ,GB ,GB ,0,4,2948795,737199,606545,20.57,2019
Garrett Celek (20152015) ,TE ,SF ,SF ,27,1,735000,735000,25000,3.4,2016
Anthony McCoy (20152015) ,TE ,SEA ,SEA ,27,1,735000,735000,75000,10.2,2016
Blidi WrehWilson (20132016) ,CB ,TEN ,TEN ,25,4,2937324,734331,656324,22.34,2017
T.J. McDonald (20132016) ,S ,STL ,STL ,24,4,2926278,731570,648000,22.14,2017
Steven Nelson (20152018) ,CB ,KC ,KC ,0,4,2917452,729363,581952,19.95,2019
Xavier Cooper (20152018) ,DT ,CLE ,CLE ,23,4,2907284,726821,592284,20.37,2019
Brian Winters (20132016) ,G ,NYJ ,NYJ ,24,4,2903876,725969,643876,22.17,2017
Jon Weeks (20122015) ,LS ,HOU ,HOU ,29,4,2900000,725000,255000,8.79,2016
Terrance Williams (20132016) ,WR ,DAL ,DAL ,25,4,2896972,724243,619472,21.38,2017
Bryan Walters (20152016) ,WR ,JAC ,JAC ,27,2,1445000,722500, , ,2017
Bryce Harris (20152015) ,LT ,NO ,NO ,26,1,720000,720000,60000,8.33,2016
Bryan Anger (20122015) ,P ,JAC ,JAC ,26,4,2877166,719292,662500,23.03,2016
Terrence Brooks (20142017) ,S ,BAL ,BAL ,24,4,2871376,717844,606376,21.12,2018
Kelcie McCray (20152016) ,S ,KC ,KC ,26,2,1435000,717500,75000,5.23,2017
Terron Armstead (20132016) ,LT ,NO ,NO ,24,4,2867436,716859,617436,21.53,2017
Dexter McDougle (20142017) ,CB ,NYJ ,NYJ ,24,4,2863876,715969,598876,20.91,2018
Spencer Long (20142017) ,G ,WAS ,WAS ,24,4,2863800,715950,613800,21.43,2018
Geno Grissom (20152018) ,DE ,NE ,NE ,0,4,2861952,715488,581952,20.33,2019
Josh LeRibeus (20122015) ,G ,WAS ,WAS ,26,4,2856324,714081,656324,22.98,2016
Khyri Thornton (20142017) ,DT ,GB ,GB ,25,4,2854252,713563,563252,19.73,2018
Marquise Goodwin (20132016) ,WR ,BUF ,BUF ,24,4,2853876,713469,598876,20.98,2017
Louis Nix (20142017) ,DT ,HOU ,HOU ,24,4,2852252,713063,575252,20.17,2018
Angelo Blackson (20152018) ,DT ,TEN ,TEN ,0,4,2851615,712904,571615,20.05,2019
Will Sutton (20142017) ,DT ,CHI ,CHI ,23,4,2851068,712767,586068,20.56,2018
Olivier Vernon (20122015) ,DE ,MIA ,MIA ,24,4,2848080,712020,638080,22.4,2016
Dallas Thomas (20132016) ,G ,MIA ,MIA ,25,4,2846376,711594,606376,21.3,2017
Kareem Martin (20142017) ,DE ,ARI ,ARI ,23,4,2843560,710890,567560,19.96,2018
Tim Barnes (20152015) ,C ,STL ,STL ,27,1,710017,710017,50017,7.04,2016
Arrelious Benn (20152016) ,WR ,JAC ,JAC ,26,2,1420000,710000, , ,2017
Winston Guy (20152016) ,S ,IND ,IND ,25,2,1420000,710000, , ,2017
Trey Flowers (20152018) ,DE ,NE ,NE ,0,4,2838932,709733,558932,19.69,2019
Daryl Williams (20152018) ,G ,CAR ,CAR ,22,4,2837120,709280,557120,19.64,2019
Bryce Petty (20152018) ,QB ,NYJ ,NYJ ,24,4,2833697,708424,553697,19.54,2019
James Sample (20152018) ,S ,JAC ,JAC ,0,4,2828582,707146,548582,19.39,2019
Jamison Crowder (20152018) ,WR ,WAS ,WAS ,0,4,2825624,706406,545624,19.31,2019
Phillip Gaines (20142017) ,CB ,KC ,KC ,24,4,2824112,706028,549112,19.44,2018
Jeremy Langford (20152018) ,RB ,CHI ,CHI ,23,4,2823623,705906,543623,19.25,2019
Josh Huff (20142017) ,WR ,PHI ,PHI ,23,4,2820944,705236,555944,19.71,2018
Justin Hardy (20152018) ,WR ,ATL ,ATL ,23,4,2820821,705205,540821,19.17,2019
Will Clarke (20142017) ,DE ,CIN ,CIN ,24,4,2820380,705095,545380,19.34,2018
Demario Davis (20122015) ,ILB ,NYJ ,NYJ ,26,4,2817960,704490,577960,20.51,2016
Jalston Fowler (20152018) ,FB ,TEN ,TEN ,0,4,2817716,704429,537716,19.08,2019
Chris Watt (20142017) ,C ,SD ,SD ,24,4,2816640,704160,544140,19.32,2018
Clayton Geathers (20152018) ,S ,IND ,IND ,0,4,2813930,703483,533930,18.97,2019
Keenan Allen (20132016) ,WR ,SD ,SD ,23,4,2813800,703450,613800,21.81,2017
Donald Stephenson (20122015) ,RT ,KC ,KC ,26,4,2812500,703125,637500,22.67,2016
Markus Wheaton (20132016) ,WR ,PIT ,PIT ,24,4,2811376,702844,591376,21.04,2017
J.J. Wilcox (20132016) ,S ,DAL ,DAL ,26,4,2811068,702767,586068,20.85,2017
Donte Moncrief (20142017) ,WR ,IND ,IND ,21,4,2808520,702130,543520,19.35,2018
Ramik Wilson (20152018) ,ILB ,KC ,KC ,0,4,2807123,701781,500123,17.82,2019
T.J. Clemmings (20152018) ,T ,MIN ,MIN ,23,4,2804955,701239,524955,18.72,2019
Tre' Jackson (20152018) ,G ,NE ,NE ,0,4,2803740,700935,523740,18.68,2019
Arie Kouandjio (20152018) ,G ,WAS ,WAS ,0,4,2801670,700418,521670,18.62,2019
Gabe Wright (20152018) ,DT ,DET ,DET ,0,4,2801155,700289,521155,18.61,2019
